time,x,y,H
8.309,7.1587e-05,0.412376,11.3245
8.31,7.17296e-05,0.411963,11.3245
8.311,7.18725e-05,0.411551,11.3245
8.312,7.20156e-05,0.41114,11.3245
8.313,7.21591e-05,0.410729,11.3245
8.314,7.23028e-05,0.410318,11.3245
8.315,7.24468e-05,0.409908,11.3245
8.316,7.25911e-05,0.409498,11.3245
8.317,7.27357e-05,0.409088,11.3245
8.318,7.28806e-05,0.408679,11.3245
8.319,7.30257e-05,0.408271,11.3245
8.32,7.31712e-05,0.407862,11.3245
8.321,7.33169e-05,0.407454,11.3245
8.322,7.3463e-05,0.407047,11.3245
8.323,7.36093e-05,0.40664,11.3245
8.324,7.37559e-05,0.406233,11.3245
8.325,7.39028e-05,0.405827,11.3245
8.326,7.405e-05,0.405421,11.3245
8.327,7.41975e-05,0.405016,11.3245
8.328,7.43453e-05,0.404611,11.3245
8.329,7.44934e-05,0.404206,11.3245
8.33,7.46418e-05,0.403802,11.3245
8.331,7.47905e-05,0.403398,11.3246
8.332,7.49395e-05,0.402995,11.3246
8.333,7.50887e-05,0.402592,11.3246
8.334,7.52383e-05,0.402189,11.3246
8.335,7.53882e-05,0.401787,11.3246
8.336,7.55384e-05,0.401385,11.3246
8.337,7.56888e-05,0.400984,11.3246
8.338,7.58396e-05,0.400583,11.3246
8.339,7.59907e-05,0.400182,11.3246
8.34,7.6142e-05,0.399782,11.3246
8.341,7.62937e-05,0.399382,11.3246
8.342,7.64457e-05,0.398983,11.3246
8.343,7.6598e-05,0.398584,11.3246
8.344,7.67506e-05,0.398185,11.3246
8.345,7.69035e-05,0.397787,11.3246
8.346,7.70567e-05,0.397389,11.3246
8.347,7.72102e-05,0.396992,11.3246
8.348,7.7364e-05,0.396595,11.3246
8.349,7.75181e-05,0.396198,11.3246
8.35,7.76725e-05,0.395802,11.3246
8.351,7.78272e-05,0.395406,11.3246
8.352,7.79823e-05,0.395011,11.3246
8.353,7.81376e-05,0.394616,11.3246
8.354,7.82933e-05,0.394221,11.3246
8.355,7.84492e-05,0.393827,11.3246
8.356,7.86055e-05,0.393433,11.3246
8.357,7.87621e-05,0.39304,11.3246
8.358,7.8919e-05,0.392647,11.3246
8.359,7.90762e-05,0.392254,11.3246
8.36,7.92338e-05,0.391862,11.3246
8.361,7.93916e-05,0.39147,11.3246
8.362,7.95498e-05,0.391079,11.3246
8.363,7.97083e-05,0.390687,11.3246
8.364,7.9867e-05,0.390297,11.3246
8.365,8.00262e-05,0.389907,11.3247
8.366,8.01856e-05,0.389517,11.3247
8.367,8.03453e-05,0.389127,11.3247
8.368,8.05054e-05,0.388738,11.3247
8.369,8.06658e-05,0.388349,11.3247
8.37,8.08265e-05,0.387961,11.3247
8.371,8.09875e-05,0.387573,11.3247
8.372,8.11489e-05,0.387185,11.3247
8.373,8.13105e-05,0.386798,11.3247
8.374,8.14725e-05,0.386411,11.3247
8.375,8.16348e-05,0.386025,11.3247
8.376,8.17975e-05,0.385639,11.3247
8.377,8.19604e-05,0.385253,11.3247
8.378,8.21237e-05,0.384868,11.3247
8.379,8.22873e-05,0.384483,11.3247
8.38,8.24513e-05,0.384099,11.3247
8.381,8.26156e-05,0.383715,11.3247
8.382,8.27802e-05,0.383331,11.3247
8.383,8.29451e-05,0.382948,11.3247
8.384,8.31103e-05,0.382565,11.3247
8.385,8.32759e-05,0.382182,11.3247
8.386,8.34418e-05,0.3818,11.3247
8.387,8.36081e-05,0.381418,11.3247
8.388,8.37747e-05,0.381037,11.3247
8.389,8.39416e-05,0.380656,11.3247
8.39,8.41088e-05,0.380275,11.3247
8.391,8.42764e-05,0.379895,11.3247
8.392,8.44443e-05,0.379515,11.3247
8.393,8.46126e-05,0.379135,11.3247
8.394,8.47811e-05,0.378756,11.3247
8.395,8.49501e-05,0.378377,11.3247
8.396,8.51193e-05,0.377999,11.3247
8.397,8.52889e-05,0.377621,11.3247
8.398,8.54588e-05,0.377243,11.3248
8.399,8.56291e-05,0.376866,11.3248
8.4,8.57997e-05,0.376489,11.3248
8.401,8.59707e-05,0.376113,11.3248
8.402,8.6142e-05,0.375737,11.3248
8.403,8.63136e-05,0.375361,11.3248
8.404,8.64856e-05,0.374986,11.3248
8.405,8.66579e-05,0.374611,11.3248
8.406,8.68306e-05,0.374236,11.3248
8.407,8.70036e-05,0.373862,11.3248
8.408,8.7177e-05,0.373488,11.3248
8.409,8.73507e-05,0.373114,11.3248
8.41,8.75247e-05,0.372741,11.3248
8.411,8.76991e-05,0.372369,11.3248
8.412,8.78738e-05,0.371996,11.3248
8.413,8.80489e-05,0.371624,11.3248
8.414,8.82244e-05,0.371253,11.3248
8.415,8.84002e-05,0.370881,11.3248
8.416,8.85763e-05,0.37051,11.3248
8.417,8.87528e-05,0.37014,11.3248
8.418,8.89297e-05,0.36977,11.3248
8.419,8.91069e-05,0.3694,11.3248
8.42,8.92844e-05,0.369031,11.3248
8.421,8.94623e-05,0.368662,11.3248
8.422,8.96406e-05,0.368293,11.3248
8.423,8.98192e-05,0.367925,11.3248
8.424,8.99982e-05,0.367557,11.3248
8.425,9.01775e-05,0.367189,11.3248
8.426,9.03572e-05,0.366822,11.3248
8.427,9.05373e-05,0.366455,11.3248
8.428,9.07177e-05,0.366089,11.3248
8.429,9.08985e-05,0.365723,11.3248
8.43,9.10796e-05,0.365357,11.3248
8.431,9.12611e-05,0.364991,11.3248
8.432,9.14429e-05,0.364626,11.3249
8.433,9.16252e-05,0.364262,11.3249
8.434,9.18077e-05,0.363898,11.3249
8.435,9.19907e-05,0.363534,11.3249
8.436,9.2174e-05,0.36317,11.3249
8.437,9.23577e-05,0.362807,11.3249
8.438,9.25417e-05,0.362444,11.3249
8.439,9.27261e-05,0.362082,11.3249
8.44,9.29109e-05,0.36172,11.3249
8.441,9.30961e-05,0.361358,11.3249
8.442,9.32816e-05,0.360997,11.3249
8.443,9.34675e-05,0.360636,11.3249
8.444,9.36537e-05,0.360275,11.3249
8.445,9.38404e-05,0.359915,11.3249
8.446,9.40274e-05,0.359555,11.3249
8.447,9.42148e-05,0.359195,11.3249
8.448,9.44025e-05,0.358836,11.3249
8.449,9.45906e-05,0.358477,11.3249
8.45,9.47791e-05,0.358119,11.3249
8.451,9.4968e-05,0.357761,11.3249
8.452,9.51573e-05,0.357403,11.3249
8.453,9.53469e-05,0.357045,11.3249
8.454,9.55369e-05,0.356688,11.3249
8.455,9.57273e-05,0.356332,11.3249
8.456,9.59181e-05,0.355975,11.3249
8.457,9.61092e-05,0.355619,11.3249
8.458,9.63008e-05,0.355264,11.3249
8.459,9.64927e-05,0.354909,11.3249
8.46,9.6685e-05,0.354554,11.3249
8.461,9.68777e-05,0.354199,11.3249
8.462,9.70707e-05,0.353845,11.3249
8.463,9.72642e-05,0.353491,11.3249
8.464,9.7458e-05,0.353138,11.3249
8.465,9.76523e-05,0.352784,11.325
8.466,9.78469e-05,0.352432,11.325
8.467,9.80419e-05,0.352079,11.325
8.468,9.82373e-05,0.351727,11.325
8.469,9.84331e-05,0.351375,11.325
8.47,9.86292e-05,0.351024,11.325
8.471,9.88258e-05,0.350673,11.325
8.472,9.90228e-05,0.350322,11.325
8.473,9.92201e-05,0.349972,11.325
8.474,9.94179e-05,0.349622,11.325
8.475,9.9616e-05,0.349272,11.325
8.476,9.98145e-05,0.348923,11.325
8.477,0.000100013,0.348574,11.325
8.478,0.000100213,0.348226,11.325
8.479,0.000100413,0.347877,11.325
8.48,0.000100613,0.347529,11.325
8.481,0.000100813,0.347182,11.325
8.482,0.000101014,0.346835,11.325
8.483,0.000101215,0.346488,11.325
8.484,0.000101417,0.346141,11.325
8.485,0.000101619,0.345795,11.325
8.486,0.000101822,0.34545,11.325
8.487,0.000102025,0.345104,11.325
8.488,0.000102228,0.344759,11.325
8.489,0.000102432,0.344414,11.325
8.49,0.000102636,0.34407,11.325
8.491,0.000102841,0.343726,11.325
8.492,0.000103046,0.343382,11.325
8.493,0.000103251,0.343039,11.325
8.494,0.000103457,0.342696,11.325
8.495,0.000103663,0.342353,11.325
8.496,0.00010387,0.342011,11.325
8.497,0.000104077,0.341669,11.325
8.498,0.000104284,0.341327,11.325
8.499,0.000104492,0.340986,11.3251
8.5,0.0001047,0.340645,11.3251
8.501,0.000104909,0.340304,11.3251
8.502,0.000105118,0.339964,11.3251
8.503,0.000105327,0.339624,11.3251
8.504,0.000105537,0.339284,11.3251
8.505,0.000105748,0.338945,11.3251
8.506,0.000105959,0.338606,11.3251
8.507,0.00010617,0.338267,11.3251
8.508,0.000106381,0.337929,11.3251
8.509,0.000106593,0.337591,11.3251
8.51,0.000106806,0.337253,11.3251
8.511,0.000107019,0.336916,11.3251
8.512,0.000107232,0.336579,11.3251
8.513,0.000107446,0.336243,11.3251
8.514,0.00010766,0.335906,11.3251
8.515,0.000107875,0.335571,11.3251
8.516,0.00010809,0.335235,11.3251
8.517,0.000108305,0.3349,11.3251
8.518,0.000108521,0.334565,11.3251
8.519,0.000108737,0.33423,11.3251
8.52,0.000108954,0.333896,11.3251
8.521,0.000109171,0.333562,11.3251
8.522,0.000109389,0.333229,11.3251
8.523,0.000109607,0.332895,11.3251
8.524,0.000109825,0.332562,11.3251
8.525,0.000110044,0.33223,11.3251
8.526,0.000110264,0.331898,11.3251
8.527,0.000110483,0.331566,11.3251
8.528,0.000110704,0.331234,11.3251
8.529,0.000110924,0.330903,11.3251
8.53,0.000111145,0.330572,11.3251
8.531,0.000111367,0.330241,11.3251
8.532,0.000111589,0.329911,11.3252
8.533,0.000111811,0.329581,11.3252
8.534,0.000112034,0.329252,11.3252
8.535,0.000112258,0.328922,11.3252
8.536,0.000112481,0.328594,11.3252
8.537,0.000112706,0.328265,11.3252
8.538,0.00011293,0.327937,11.3252
8.539,0.000113155,0.327609,11.3252
8.54,0.000113381,0.327281,11.3252
8.541,0.000113607,0.326954,11.3252
8.542,0.000113834,0.326627,11.3252
8.543,0.00011406,0.3263,11.3252
8.544,0.000114288,0.325974,11.3252
8.545,0.000114516,0.325648,11.3252
8.546,0.000114744,0.325322,11.3252
8.547,0.000114973,0.324997,11.3252
8.548,0.000115202,0.324672,11.3252
8.549,0.000115432,0.324347,11.3252
8.55,0.000115662,0.324023,11.3252
8.551,0.000115892,0.323699,11.3252
8.552,0.000116123,0.323375,11.3252
8.553,0.000116355,0.323052,11.3252
8.554,0.000116587,0.322729,11.3252
8.555,0.000116819,0.322406,11.3252
8.556,0.000117052,0.322084,11.3252
8.557,0.000117285,0.321762,11.3252
8.558,0.000117519,0.32144,11.3252
8.559,0.000117753,0.321118,11.3252
8.56,0.000117988,0.320797,11.3252
8.561,0.000118223,0.320477,11.3252
8.562,0.000118459,0.320156,11.3252
8.563,0.000118695,0.319836,11.3252
8.564,0.000118932,0.319516,11.3252
8.565,0.000119169,0.319197,11.3252
8.566,0.000119407,0.318877,11.3253
8.567,0.000119645,0.318558,11.3253
8.568,0.000119883,0.31824,11.3253
8.569,0.000120122,0.317922,11.3253
8.57,0.000120362,0.317604,11.3253
8.571,0.000120602,0.317286,11.3253
8.572,0.000120842,0.316969,11.3253
8.573,0.000121083,0.316652,11.3253
8.574,0.000121324,0.316335,11.3253
8.575,0.000121566,0.316019,11.3253
8.576,0.000121809,0.315703,11.3253
8.577,0.000122051,0.315387,11.3253
8.578,0.000122295,0.315072,11.3253
8.579,0.000122539,0.314757,11.3253
8.58,0.000122783,0.314442,11.3253
8.581,0.000123028,0.314128,11.3253
8.582,0.000123273,0.313813,11.3253
8.583,0.000123519,0.3135,11.3253
8.584,0.000123765,0.313186,11.3253
8.585,0.000124012,0.312873,11.3253
8.586,0.000124259,0.31256,11.3253
8.587,0.000124507,0.312247,11.3253
8.588,0.000124755,0.311935,11.3253
8.589,0.000125004,0.311623,11.3253
8.59,0.000125253,0.311312,11.3253
8.591,0.000125503,0.311,11.3253
8.592,0.000125753,0.310689,11.3253
8.593,0.000126004,0.310379,11.3253
8.594,0.000126255,0.310068,11.3253
8.595,0.000126507,0.309758,11.3253
8.596,0.000126759,0.309448,11.3253
8.597,0.000127012,0.309139,11.3253
8.598,0.000127265,0.30883,11.3253
8.599,0.000127519,0.308521,11.3254
8.6,0.000127773,0.308213,11.3254
8.601,0.000128028,0.307904,11.3254
8.602,0.000128283,0.307596,11.3254
8.603,0.000128539,0.307289,11.3254
8.604,0.000128795,0.306982,11.3254
8.605,0.000129052,0.306675,11.3254
8.606,0.000129309,0.306368,11.3254
8.607,0.000129567,0.306062,11.3254
8.608,0.000129825,0.305755,11.3254
8.609,0.000130084,0.30545,11.3254
8.61,0.000130343,0.305144,11.3254
8.611,0.000130603,0.304839,11.3254
8.612,0.000130864,0.304534,11.3254
8.613,0.000131125,0.30423,11.3254
8.614,0.000131386,0.303926,11.3254
8.615,0.000131648,0.303622,11.3254
8.616,0.000131911,0.303318,11.3254
8.617,0.000132174,0.303015,11.3254
8.618,0.000132437,0.302712,11.3254
8.619,0.000132701,0.302409,11.3254
8.62,0.000132966,0.302107,11.3254
8.621,0.000133231,0.301804,11.3254
8.622,0.000133497,0.301503,11.3254
8.623,0.000133763,0.301201,11.3254
8.624,0.000134029,0.3009,11.3254
8.625,0.000134297,0.300599,11.3254
8.626,0.000134565,0.300298,11.3254
8.627,0.000134833,0.299998,11.3254
8.628,0.000135102,0.299698,11.3254
8.629,0.000135371,0.299398,11.3254
8.63,0.000135641,0.299099,11.3254
8.631,0.000135911,0.2988,11.3254
8.632,0.000136182,0.298501,11.3254
8.633,0.000136454,0.298203,11.3255
8.634,0.000136726,0.297904,11.3255
8.635,0.000136999,0.297607,11.3255
8.636,0.000137272,0.297309,11.3255
8.637,0.000137546,0.297012,11.3255
8.638,0.00013782,0.296715,11.3255
8.639,0.000138095,0.296418,11.3255
8.64,0.00013837,0.296121,11.3255
8.641,0.000138646,0.295825,11.3255
8.642,0.000138923,0.29553,11.3255
8.643,0.0001392,0.295234,11.3255
8.644,0.000139477,0.294939,11.3255
8.645,0.000139755,0.294644,11.3255
8.646,0.000140034,0.294349,11.3255
8.647,0.000140313,0.294055,11.3255
8.648,0.000140593,0.293761,11.3255
8.649,0.000140873,0.293467,11.3255
8.65,0.000141154,0.293174,11.3255
8.651,0.000141436,0.29288,11.3255
8.652,0.000141718,0.292587,11.3255
8.653,0.000142,0.292295,11.3255
8.654,0.000142284,0.292003,11.3255
8.655,0.000142567,0.291711,11.3255
8.656,0.000142852,0.291419,11.3255
8.657,0.000143136,0.291127,11.3255
8.658,0.000143422,0.290836,11.3255
8.659,0.000143708,0.290546,11.3255
8.66,0.000143995,0.290255,11.3255
8.661,0.000144282,0.289965,11.3255
8.662,0.000144569,0.289675,11.3255
8.663,0.000144858,0.289385,11.3255
8.664,0.000145147,0.289096,11.3255
8.665,0.000145436,0.288807,11.3255
8.666,0.000145726,0.288518,11.3256
8.667,0.000146017,0.288229,11.3256
8.668,0.000146308,0.287941,11.3256
8.669,0.0001466,0.287653,11.3256
8.67,0.000146892,0.287365,11.3256
8.671,0.000147185,0.287078,11.3256
8.672,0.000147478,0.286791,11.3256
8.673,0.000147773,0.286504,11.3256
8.674,0.000148067,0.286218,11.3256
8.675,0.000148363,0.285931,11.3256
8.676,0.000148658,0.285646,11.3256
8.677,0.000148955,0.28536,11.3256
8.678,0.000149252,0.285075,11.3256
8.679,0.00014955,0.284789,11.3256
8.68,0.000149848,0.284505,11.3256
8.681,0.000150147,0.28422,11.3256
8.682,0.000150446,0.283936,11.3256
8.683,0.000150746,0.283652,11.3256
8.684,0.000151047,0.283368,11.3256
8.685,0.000151348,0.283085,11.3256
8.686,0.00015165,0.282802,11.3256
8.687,0.000151952,0.282519,11.3256
8.688,0.000152255,0.282237,11.3256
8.689,0.000152559,0.281954,11.3256
8.69,0.000152863,0.281672,11.3256
8.691,0.000153168,0.281391,11.3256
8.692,0.000153474,0.281109,11.3256
8.693,0.00015378,0.280828,11.3256
8.694,0.000154086,0.280547,11.3256
8.695,0.000154394,0.280267,11.3256
8.696,0.000154702,0.279987,11.3256
8.697,0.00015501,0.279707,11.3256
8.698,0.000155319,0.279427,11.3256
8.699,0.000155629,0.279147,11.3256
8.7,0.00015594,0.278868,11.3257
8.701,0.000156251,0.278589,11.3257
8.702,0.000156562,0.278311,11.3257
8.703,0.000156874,0.278033,11.3257
8.704,0.000157187,0.277755,11.3257
8.705,0.000157501,0.277477,11.3257
8.706,0.000157815,0.277199,11.3257
8.707,0.00015813,0.276922,11.3257
8.708,0.000158445,0.276645,11.3257
8.709,0.000158761,0.276369,11.3257
8.71,0.000159078,0.276092,11.3257
8.711,0.000159395,0.275816,11.3257
8.712,0.000159713,0.27554,11.3257
8.713,0.000160031,0.275265,11.3257
8.714,0.000160351,0.274989,11.3257
8.715,0.00016067,0.274714,11.3257
8.716,0.000160991,0.27444,11.3257
8.717,0.000161312,0.274165,11.3257
8.718,0.000161634,0.273891,11.3257
8.719,0.000161956,0.273617,11.3257
8.72,0.000162279,0.273344,11.3257
8.721,0.000162603,0.27307,11.3257
8.722,0.000162927,0.272797,11.3257
8.723,0.000163252,0.272524,11.3257
8.724,0.000163578,0.272252,11.3257
8.725,0.000163904,0.27198,11.3257
8.726,0.000164231,0.271708,11.3257
8.727,0.000164558,0.271436,11.3257
8.728,0.000164887,0.271165,11.3257
8.729,0.000165216,0.270893,11.3257
8.73,0.000165545,0.270622,11.3257
8.731,0.000165875,0.270352,11.3257
8.732,0.000166206,0.270082,11.3257
8.733,0.000166538,0.269811,11.3258
8.734,0.00016687,0.269542,11.3258
8.735,0.000167203,0.269272,11.3258
8.736,0.000167536,0.269003,11.3258
8.737,0.00016787,0.268734,11.3258
8.738,0.000168205,0.268465,11.3258
8.739,0.000168541,0.268197,11.3258
8.74,0.000168877,0.267928,11.3258
8.741,0.000169214,0.26766,11.3258
8.742,0.000169551,0.267393,11.3258
8.743,0.000169889,0.267125,11.3258
8.744,0.000170228,0.266858,11.3258
8.745,0.000170568,0.266591,11.3258
8.746,0.000170908,0.266325,11.3258
8.747,0.000171249,0.266059,11.3258
8.748,0.000171591,0.265792,11.3258
8.749,0.000171933,0.265527,11.3258
8.75,0.000172276,0.265261,11.3258
8.751,0.000172619,0.264996,11.3258
8.752,0.000172964,0.264731,11.3258
8.753,0.000173309,0.264466,11.3258
8.754,0.000173654,0.264202,11.3258
8.755,0.000174001,0.263937,11.3258
8.756,0.000174348,0.263674,11.3258
8.757,0.000174696,0.26341,11.3258
8.758,0.000175044,0.263146,11.3258
8.759,0.000175393,0.262883,11.3258
8.76,0.000175743,0.26262,11.3258
8.761,0.000176094,0.262358,11.3258
8.762,0.000176445,0.262095,11.3258
8.763,0.000176797,0.261833,11.3258
8.764,0.00017715,0.261572,11.3258
8.765,0.000177503,0.26131,11.3258
8.766,0.000177857,0.261049,11.3258
8.767,0.000178212,0.260788,11.3259
8.768,0.000178567,0.260527,11.3259
8.769,0.000178924,0.260266,11.3259
8.77,0.000179281,0.260006,11.3259
8.771,0.000179638,0.259746,11.3259
8.772,0.000179997,0.259486,11.3259
8.773,0.000180356,0.259227,11.3259
8.774,0.000180715,0.258968,11.3259
8.775,0.000181076,0.258709,11.3259
8.776,0.000181437,0.25845,11.3259
8.777,0.000181799,0.258191,11.3259
8.778,0.000182162,0.257933,11.3259
8.779,0.000182525,0.257675,11.3259
8.78,0.000182889,0.257418,11.3259
8.781,0.000183254,0.25716,11.3259
8.782,0.00018362,0.256903,11.3259
8.783,0.000183986,0.256646,11.3259
8.784,0.000184353,0.25639,11.3259
8.785,0.000184721,0.256133,11.3259
8.786,0.000185089,0.255877,11.3259
8.787,0.000185458,0.255621,11.3259
8.788,0.000185828,0.255366,11.3259
8.789,0.000186199,0.25511,11.3259
8.79,0.00018657,0.254855,11.3259
8.791,0.000186943,0.2546,11.3259
8.792,0.000187316,0.254346,11.3259
8.793,0.000187689,0.254091,11.3259
8.794,0.000188064,0.253837,11.3259
8.795,0.000188439,0.253583,11.3259
8.796,0.000188815,0.25333,11.3259
8.797,0.000189191,0.253076,11.3259
8.798,0.000189569,0.252823,11.3259
8.799,0.000189947,0.25257,11.3259
8.8,0.000190326,0.252318,11.326
8.801,0.000190706,0.252066,11.326
8.802,0.000191086,0.251814,11.326
8.803,0.000191467,0.251562,11.326
8.804,0.000191849,0.25131,11.326
8.805,0.000192232,0.251059,11.326
8.806,0.000192616,0.250808,11.326
8.807,0.000193,0.250557,11.326
8.808,0.000193385,0.250306,11.326
8.809,0.000193771,0.250056,11.326
8.81,0.000194157,0.249806,11.326
8.811,0.000194545,0.249556,11.326
8.812,0.000194933,0.249307,11.326
8.813,0.000195322,0.249057,11.326
8.814,0.000195711,0.248808,11.326
8.815,0.000196102,0.24856,11.326
8.816,0.000196493,0.248311,11.326
8.817,0.000196885,0.248063,11.326
8.818,0.000197278,0.247815,11.326
8.819,0.000197671,0.247567,11.326
8.82,0.000198066,0.247319,11.326
8.821,0.000198461,0.247072,11.326
8.822,0.000198857,0.246825,11.326
8.823,0.000199254,0.246578,11.326
8.824,0.000199651,0.246331,11.326
8.825,0.000200049,0.246085,11.326
8.826,0.000200448,0.245839,11.326
8.827,0.000200848,0.245593,11.326
8.828,0.000201249,0.245348,11.326
8.829,0.000201651,0.245102,11.326
8.83,0.000202053,0.244857,11.326
8.831,0.000202456,0.244612,11.326
8.832,0.00020286,0.244368,11.326
8.833,0.000203265,0.244123,11.326
8.834,0.00020367,0.243879,11.3261
8.835,0.000204077,0.243635,11.3261
8.836,0.000204484,0.243392,11.3261
8.837,0.000204892,0.243148,11.3261
8.838,0.0002053,0.242905,11.3261
8.839,0.00020571,0.242662,11.3261
8.84,0.000206121,0.24242,11.3261
8.841,0.000206532,0.242177,11.3261
8.842,0.000206944,0.241935,11.3261
8.843,0.000207357,0.241693,11.3261
8.844,0.00020777,0.241451,11.3261
8.845,0.000208185,0.24121,11.3261
8.846,0.0002086,0.240969,11.3261
8.847,0.000209017,0.240728,11.3261
8.848,0.000209434,0.240487,11.3261
8.849,0.000209851,0.240246,11.3261
8.85,0.00021027,0.240006,11.3261
8.851,0.00021069,0.239766,11.3261
8.852,0.00021111,0.239526,11.3261
8.853,0.000211531,0.239287,11.3261
8.854,0.000211953,0.239048,11.3261
8.855,0.000212376,0.238809,11.3261
8.856,0.0002128,0.23857,11.3261
8.857,0.000213224,0.238331,11.3261
8.858,0.00021365,0.238093,11.3261
8.859,0.000214076,0.237855,11.3261
8.86,0.000214503,0.237617,11.3261
8.861,0.000214931,0.237379,11.3261
8.862,0.00021536,0.237142,11.3261
8.863,0.00021579,0.236905,11.3261
8.864,0.00021622,0.236668,11.3261
8.865,0.000216652,0.236431,11.3261
8.866,0.000217084,0.236195,11.3261
8.867,0.000217517,0.235959,11.3262
8.868,0.000217951,0.235723,11.3262
8.869,0.000218386,0.235487,11.3262
8.87,0.000218822,0.235251,11.3262
8.871,0.000219258,0.235016,11.3262
8.872,0.000219696,0.234781,11.3262
8.873,0.000220134,0.234546,11.3262
8.874,0.000220574,0.234312,11.3262
8.875,0.000221014,0.234078,11.3262
8.876,0.000221455,0.233843,11.3262
8.877,0.000221897,0.23361,11.3262
8.878,0.000222339,0.233376,11.3262
8.879,0.000222783,0.233143,11.3262
8.88,0.000223227,0.23291,11.3262
8.881,0.000223673,0.232677,11.3262
8.882,0.000224119,0.232444,11.3262
8.883,0.000224566,0.232211,11.3262
8.884,0.000225014,0.231979,11.3262
8.885,0.000225463,0.231747,11.3262
8.886,0.000225913,0.231516,11.3262
8.887,0.000226364,0.231284,11.3262
8.888,0.000226816,0.231053,11.3262
8.889,0.000227268,0.230822,11.3262
8.89,0.000227722,0.230591,11.3262
8.891,0.000228176,0.23036,11.3262
8.892,0.000228632,0.23013,11.3262
8.893,0.000229088,0.2299,11.3262
8.894,0.000229545,0.22967,11.3262
8.895,0.000230003,0.22944,11.3262
8.896,0.000230462,0.229211,11.3262
8.897,0.000230922,0.228982,11.3262
8.898,0.000231383,0.228753,11.3262
8.899,0.000231844,0.228524,11.3262
8.9,0.000232307,0.228295,11.3263
8.901,0.00023277,0.228067,11.3263
8.902,0.000233235,0.227839,11.3263
8.903,0.0002337,0.227611,11.3263
8.904,0.000234167,0.227384,11.3263
8.905,0.000234634,0.227156,11.3263
8.906,0.000235102,0.226929,11.3263
8.907,0.000235571,0.226702,11.3263
8.908,0.000236041,0.226475,11.3263
8.909,0.000236512,0.226249,11.3263
8.91,0.000236984,0.226023,11.3263
8.911,0.000237457,0.225797,11.3263
8.912,0.000237931,0.225571,11.3263
8.913,0.000238406,0.225345,11.3263
8.914,0.000238882,0.22512,11.3263
8.915,0.000239358,0.224895,11.3263
8.916,0.000239836,0.22467,11.3263
8.917,0.000240314,0.224445,11.3263
8.918,0.000240794,0.224221,11.3263
8.919,0.000241275,0.223997,11.3263
8.92,0.000241756,0.223773,11.3263
8.921,0.000242238,0.223549,11.3263
8.922,0.000242722,0.223325,11.3263
8.923,0.000243206,0.223102,11.3263
8.924,0.000243692,0.222879,11.3263
8.925,0.000244178,0.222656,11.3263
8.926,0.000244665,0.222433,11.3263
8.927,0.000245153,0.222211,11.3263
8.928,0.000245643,0.221989,11.3263
8.929,0.000246133,0.221767,11.3263
8.93,0.000246624,0.221545,11.3263
8.931,0.000247116,0.221323,11.3263
8.932,0.000247609,0.221102,11.3263
8.933,0.000248103,0.220881,11.3263
8.934,0.000248598,0.22066,11.3264
8.935,0.000249095,0.220439,11.3264
8.936,0.000249592,0.220219,11.3264
8.937,0.00025009,0.219999,11.3264
8.938,0.000250589,0.219779,11.3264
8.939,0.000251089,0.219559,11.3264
8.94,0.00025159,0.219339,11.3264
8.941,0.000252092,0.21912,11.3264
8.942,0.000252595,0.218901,11.3264
8.943,0.000253099,0.218682,11.3264
8.944,0.000253604,0.218463,11.3264
8.945,0.00025411,0.218245,11.3264
8.946,0.000254617,0.218027,11.3264
8.947,0.000255126,0.217809,11.3264
8.948,0.000255635,0.217591,11.3264
8.949,0.000256145,0.217373,11.3264
8.95,0.000256656,0.217156,11.3264
8.951,0.000257168,0.216939,11.3264
8.952,0.000257682,0.216722,11.3264
8.953,0.000258196,0.216505,11.3264
8.954,0.000258711,0.216289,11.3264
8.955,0.000259227,0.216072,11.3264
8.956,0.000259745,0.215856,11.3264
8.957,0.000260263,0.21564,11.3264
8.958,0.000260782,0.215425,11.3264
8.959,0.000261303,0.215209,11.3264
8.96,0.000261824,0.214994,11.3264
8.961,0.000262347,0.214779,11.3264
8.962,0.00026287,0.214564,11.3264
8.963,0.000263395,0.21435,11.3264
8.964,0.000263921,0.214135,11.3264
8.965,0.000264447,0.213921,11.3264
8.966,0.000264975,0.213707,11.3264
8.967,0.000265504,0.213494,11.3265
8.968,0.000266034,0.21328,11.3265
8.969,0.000266565,0.213067,11.3265
8.97,0.000267097,0.212854,11.3265
8.971,0.00026763,0.212641,11.3265
8.972,0.000268164,0.212428,11.3265
8.973,0.000268699,0.212216,11.3265
8.974,0.000269235,0.212004,11.3265
8.975,0.000269773,0.211792,11.3265
8.976,0.000270311,0.21158,11.3265
8.977,0.000270851,0.211368,11.3265
8.978,0.000271391,0.211157,11.3265
8.979,0.000271933,0.210946,11.3265
8.98,0.000272476,0.210735,11.3265
8.981,0.000273019,0.210524,11.3265
8.982,0.000273564,0.210313,11.3265
8.983,0.00027411,0.210103,11.3265
8.984,0.000274657,0.209893,11.3265
8.985,0.000275205,0.209683,11.3265
8.986,0.000275755,0.209474,11.3265
8.987,0.000276305,0.209264,11.3265
8.988,0.000276857,0.209055,11.3265
8.989,0.000277409,0.208846,11.3265
8.99,0.000277963,0.208637,11.3265
8.991,0.000278518,0.208428,11.3265
8.992,0.000279073,0.20822,11.3265
8.993,0.00027963,0.208012,11.3265
8.994,0.000280188,0.207804,11.3265
