time,x,y,H
24.862,1.19722e-05,0.792215,11.8146
24.863,1.19959e-05,0.791423,11.8146
24.864,1.20197e-05,0.790632,11.8146
24.865,1.20436e-05,0.789841,11.8146
24.866,1.20675e-05,0.789051,11.8146
24.867,1.20914e-05,0.788262,11.8146
24.868,1.21154e-05,0.787474,11.8146
24.869,1.21395e-05,0.786687,11.8146
24.87,1.21635e-05,0.7859,11.8146
24.871,1.21877e-05,0.785114,11.8146
24.872,1.22119e-05,0.784329,11.8146
24.873,1.22361e-05,0.783545,11.8146
24.874,1.22604e-05,0.782761,11.8146
24.875,1.22847e-05,0.781978,11.8147
24.876,1.23091e-05,0.781196,11.8147
24.877,1.23335e-05,0.780415,11.8147
24.878,1.2358e-05,0.779635,11.8147
24.879,1.23825e-05,0.778855,11.8147
24.88,1.24071e-05,0.778076,11.8147
24.881,1.24317e-05,0.777298,11.8147
24.882,1.24564e-05,0.776521,11.8147
24.883,1.24811e-05,0.775744,11.8147
24.884,1.25059e-05,0.774969,11.8147
24.885,1.25307e-05,0.774194,11.8147
24.886,1.25555e-05,0.773419,11.8147
24.887,1.25805e-05,0.772646,11.8147
24.888,1.26054e-05,0.771873,11.8147
24.889,1.26304e-05,0.771101,11.8147
24.89,1.26555e-05,0.77033,11.8147
24.891,1.26806e-05,0.76956,11.8147
24.892,1.27058e-05,0.76879,11.8147
24.893,1.2731e-05,0.768022,11.8147
24.894,1.27563e-05,0.767254,11.8147
24.895,1.27816e-05,0.766486,11.8147
24.896,1.2807e-05,0.76572,11.8147
24.897,1.28324e-05,0.764954,11.8147
24.898,1.28578e-05,0.764189,11.8147
24.899,1.28834e-05,0.763425,11.8147
24.9,1.29089e-05,0.762662,11.8147
24.901,1.29346e-05,0.761899,11.8147
24.902,1.29602e-05,0.761137,11.8147
24.903,1.2986e-05,0.760376,11.8147
24.904,1.30117e-05,0.759616,11.8147
24.905,1.30376e-05,0.758856,11.8147
24.906,1.30634e-05,0.758097,11.8147
24.907,1.30894e-05,0.757339,11.8147
24.908,1.31153e-05,0.756582,11.8147
24.909,1.31414e-05,0.755825,11.8148
24.91,1.31675e-05,0.755069,11.8148
24.911,1.31936e-05,0.754314,11.8148
24.912,1.32198e-05,0.75356,11.8148
24.913,1.3246e-05,0.752806,11.8148
24.914,1.32723e-05,0.752053,11.8148
24.915,1.32987e-05,0.751301,11.8148
24.916,1.33251e-05,0.75055,11.8148
24.917,1.33515e-05,0.7498,11.8148
24.918,1.3378e-05,0.74905,11.8148
24.919,1.34046e-05,0.748301,11.8148
24.92,1.34312e-05,0.747552,11.8148
24.921,1.34578e-05,0.746805,11.8148
24.922,1.34846e-05,0.746058,11.8148
24.923,1.35113e-05,0.745312,11.8148
24.924,1.35381e-05,0.744567,11.8148
24.925,1.3565e-05,0.743822,11.8148
24.926,1.35919e-05,0.743078,11.8148
24.927,1.36189e-05,0.742335,11.8148
24.928,1.3646e-05,0.741593,11.8148
24.929,1.3673e-05,0.740851,11.8148
24.93,1.37002e-05,0.74011,11.8148
24.931,1.37274e-05,0.73937,11.8148
24.932,1.37546e-05,0.738631,11.8148
24.933,1.37819e-05,0.737892,11.8148
24.934,1.38093e-05,0.737154,11.8148
24.935,1.38367e-05,0.736417,11.8148
24.936,1.38642e-05,0.735681,11.8148
24.937,1.38917e-05,0.734945,11.8148
24.938,1.39193e-05,0.73421,11.8148
24.939,1.39469e-05,0.733476,11.8148
24.94,1.39746e-05,0.732743,11.8148
24.941,1.40024e-05,0.73201,11.8148
24.942,1.40302e-05,0.731278,11.8149
24.943,1.4058e-05,0.730547,11.8149
24.944,1.40859e-05,0.729816,11.8149
24.945,1.41139e-05,0.729086,11.8149
24.946,1.41419e-05,0.728357,11.8149
24.947,1.417e-05,0.727629,11.8149
24.948,1.41981e-05,0.726901,11.8149
24.949,1.42263e-05,0.726174,11.8149
24.95,1.42546e-05,0.725448,11.8149
24.951,1.42829e-05,0.724723,11.8149
24.952,1.43112e-05,0.723998,11.8149
24.953,1.43396e-05,0.723274,11.8149
24.954,1.43681e-05,0.722551,11.8149
24.955,1.43966e-05,0.721828,11.8149
24.956,1.44252e-05,0.721106,11.8149
24.957,1.44539e-05,0.720385,11.8149
24.958,1.44826e-05,0.719665,11.8149
24.959,1.45113e-05,0.718945,11.8149
24.96,1.45401e-05,0.718226,11.8149
24.961,1.4569e-05,0.717508,11.8149
24.962,1.45979e-05,0.71679,11.8149
24.963,1.46269e-05,0.716074,11.8149
24.964,1.4656e-05,0.715357,11.8149
24.965,1.46851e-05,0.714642,11.8149
24.966,1.47142e-05,0.713927,11.8149
24.967,1.47435e-05,0.713214,11.8149
24.968,1.47727e-05,0.7125,11.8149
24.969,1.48021e-05,0.711788,11.8149
24.97,1.48315e-05,0.711076,11.8149
24.971,1.48609e-05,0.710365,11.8149
24.972,1.48904e-05,0.709655,11.8149
24.973,1.492e-05,0.708945,11.8149
24.974,1.49496e-05,0.708236,11.8149
24.975,1.49793e-05,0.707528,11.8149
24.976,1.50091e-05,0.70682,11.815
24.977,1.50389e-05,0.706113,11.815
24.978,1.50687e-05,0.705407,11.815
24.979,1.50986e-05,0.704702,11.815
24.98,1.51286e-05,0.703997,11.815
24.981,1.51587e-05,0.703293,11.815
24.982,1.51888e-05,0.70259,11.815
24.983,1.52189e-05,0.701887,11.815
24.984,1.52492e-05,0.701185,11.815
24.985,1.52795e-05,0.700484,11.815
24.986,1.53098e-05,0.699784,11.815
24.987,1.53402e-05,0.699084,11.815
24.988,1.53707e-05,0.698385,11.815
24.989,1.54012e-05,0.697687,11.815
24.99,1.54318e-05,0.696989,11.815
24.991,1.54624e-05,0.696292,11.815
24.992,1.54931e-05,0.695596,11.815
24.993,1.55239e-05,0.6949,11.815
24.994,1.55547e-05,0.694205,11.815
24.995,1.55856e-05,0.693511,11.815
24.996,1.56166e-05,0.692817,11.815
24.997,1.56476e-05,0.692125,11.815
24.998,1.56787e-05,0.691432,11.815
24.999,1.57098e-05,0.690741,11.815
25,1.5741e-05,0.69005,11.815
25.001,1.57723e-05,0.68936,11.815
25.002,1.58036e-05,0.688671,11.815
25.003,1.5835e-05,0.687982,11.815
25.004,1.58665e-05,0.687294,11.815
25.005,1.5898e-05,0.686607,11.815
25.006,1.59296e-05,0.68592,11.815
25.007,1.59612e-05,0.685234,11.815
25.008,1.59929e-05,0.684549,11.815
25.009,1.60247e-05,0.683865,11.815
25.01,1.60565e-05,0.683181,11.8151
25.011,1.60884e-05,0.682498,11.8151
25.012,1.61204e-05,0.681815,11.8151
25.013,1.61524e-05,0.681133,11.8151
25.014,1.61845e-05,0.680452,11.8151
25.015,1.62166e-05,0.679772,11.8151
25.016,1.62488e-05,0.679092,11.8151
25.017,1.62811e-05,0.678413,11.8151
25.018,1.63134e-05,0.677734,11.8151
25.019,1.63458e-05,0.677057,11.8151
25.02,1.63783e-05,0.67638,11.8151
25.021,1.64108e-05,0.675703,11.8151
25.022,1.64434e-05,0.675027,11.8151
25.023,1.64761e-05,0.674352,11.8151
25.024,1.65088e-05,0.673678,11.8151
25.025,1.65416e-05,0.673004,11.8151
25.026,1.65745e-05,0.672331,11.8151
25.027,1.66074e-05,0.671659,11.8151
25.028,1.66404e-05,0.670987,11.8151
25.029,1.66735e-05,0.670316,11.8151
25.03,1.67066e-05,0.669646,11.8151
25.031,1.67398e-05,0.668976,11.8151
25.032,1.6773e-05,0.668307,11.8151
25.033,1.68064e-05,0.667639,11.8151
25.034,1.68398e-05,0.666972,11.8151
25.035,1.68732e-05,0.666305,11.8151
25.036,1.69067e-05,0.665638,11.8151
25.037,1.69403e-05,0.664973,11.8151
25.038,1.6974e-05,0.664308,11.8151
25.039,1.70077e-05,0.663643,11.8151
25.04,1.70415e-05,0.66298,11.8151
25.041,1.70753e-05,0.662317,11.8151
25.042,1.71093e-05,0.661654,11.8151
25.043,1.71433e-05,0.660993,11.8152
25.044,1.71773e-05,0.660332,11.8152
25.045,1.72114e-05,0.659671,11.8152
25.046,1.72456e-05,0.659012,11.8152
25.047,1.72799e-05,0.658353,11.8152
25.048,1.73142e-05,0.657694,11.8152
25.049,1.73486e-05,0.657037,11.8152
25.05,1.73831e-05,0.65638,11.8152
25.051,1.74176e-05,0.655723,11.8152
25.052,1.74523e-05,0.655068,11.8152
25.053,1.74869e-05,0.654412,11.8152
25.054,1.75217e-05,0.653758,11.8152
25.055,1.75565e-05,0.653104,11.8152
25.056,1.75914e-05,0.652451,11.8152
25.057,1.76263e-05,0.651799,11.8152
25.058,1.76613e-05,0.651147,11.8152
25.059,1.76964e-05,0.650496,11.8152
25.06,1.77316e-05,0.649845,11.8152
25.061,1.77668e-05,0.649195,11.8152
25.062,1.78021e-05,0.648546,11.8152
25.063,1.78375e-05,0.647898,11.8152
25.064,1.7873e-05,0.64725,11.8152
25.065,1.79085e-05,0.646603,11.8152
25.066,1.79441e-05,0.645956,11.8152
25.067,1.79797e-05,0.64531,11.8152
25.068,1.80154e-05,0.644665,11.8152
25.069,1.80512e-05,0.64402,11.8152
25.07,1.80871e-05,0.643376,11.8152
25.071,1.81231e-05,0.642733,11.8152
25.072,1.81591e-05,0.64209,11.8152
25.073,1.81951e-05,0.641448,11.8152
25.074,1.82313e-05,0.640806,11.8152
25.075,1.82675e-05,0.640166,11.8152
25.076,1.83038e-05,0.639525,11.8152
25.077,1.83402e-05,0.638886,11.8153
25.078,1.83767e-05,0.638247,11.8153
25.079,1.84132e-05,0.637609,11.8153
25.08,1.84498e-05,0.636971,11.8153
25.081,1.84864e-05,0.636334,11.8153
25.082,1.85232e-05,0.635698,11.8153
25.083,1.856e-05,0.635062,11.8153
25.084,1.85969e-05,0.634427,11.8153
25.085,1.86338e-05,0.633793,11.8153
25.086,1.86709e-05,0.633159,11.8153
25.087,1.8708e-05,0.632526,11.8153
25.088,1.87451e-05,0.631893,11.8153
25.089,1.87824e-05,0.631261,11.8153
25.09,1.88197e-05,0.63063,11.8153
25.091,1.88571e-05,0.629999,11.8153
25.092,1.88946e-05,0.629369,11.8153
25.093,1.89321e-05,0.62874,11.8153
25.094,1.89698e-05,0.628111,11.8153
25.095,1.90075e-05,0.627483,11.8153
25.096,1.90453e-05,0.626856,11.8153
25.097,1.90831e-05,0.626229,11.8153
25.098,1.9121e-05,0.625603,11.8153
25.099,1.9159e-05,0.624977,11.8153
25.1,1.91971e-05,0.624352,11.8153
25.101,1.92353e-05,0.623728,11.8153
25.102,1.92735e-05,0.623104,11.8153
25.103,1.93118e-05,0.622481,11.8153
25.104,1.93502e-05,0.621858,11.8153
25.105,1.93886e-05,0.621237,11.8153
25.106,1.94272e-05,0.620615,11.8153
25.107,1.94658e-05,0.619995,11.8153
25.108,1.95045e-05,0.619375,11.8153
25.109,1.95433e-05,0.618755,11.8153
25.11,1.95821e-05,0.618137,11.8153
25.111,1.9621e-05,0.617518,11.8154
25.112,1.966e-05,0.616901,11.8154
25.113,1.96991e-05,0.616284,11.8154
25.114,1.97383e-05,0.615668,11.8154
25.115,1.97775e-05,0.615052,11.8154
25.116,1.98168e-05,0.614437,11.8154
25.117,1.98562e-05,0.613823,11.8154
25.118,1.98957e-05,0.613209,11.8154
25.119,1.99352e-05,0.612596,11.8154
25.12,1.99748e-05,0.611983,11.8154
25.121,2.00145e-05,0.611371,11.8154
25.122,2.00543e-05,0.61076,11.8154
25.123,2.00942e-05,0.610149,11.8154
25.124,2.01341e-05,0.609539,11.8154
25.125,2.01741e-05,0.608929,11.8154
25.126,2.02143e-05,0.60832,11.8154
25.127,2.02544e-05,0.607712,11.8154
25.128,2.02947e-05,0.607104,11.8154
25.129,2.0335e-05,0.606497,11.8154
25.13,2.03755e-05,0.605891,11.8154
25.131,2.0416e-05,0.605285,11.8154
25.132,2.04566e-05,0.604679,11.8154
25.133,2.04972e-05,0.604075,11.8154
25.134,2.0538e-05,0.603471,11.8154
25.135,2.05788e-05,0.602867,11.8154
25.136,2.06197e-05,0.602264,11.8154
25.137,2.06607e-05,0.601662,11.8154
25.138,2.07018e-05,0.60106,11.8154
25.139,2.07429e-05,0.600459,11.8154
25.14,2.07842e-05,0.599859,11.8154
25.141,2.08255e-05,0.599259,11.8154
25.142,2.08669e-05,0.59866,11.8154
25.143,2.09084e-05,0.598061,11.8154
25.144,2.09499e-05,0.597463,11.8155
25.145,2.09916e-05,0.596866,11.8155
25.146,2.10333e-05,0.596269,11.8155
25.147,2.10751e-05,0.595672,11.8155
25.148,2.1117e-05,0.595077,11.8155
25.149,2.1159e-05,0.594482,11.8155
25.15,2.12011e-05,0.593887,11.8155
25.151,2.12432e-05,0.593293,11.8155
25.152,2.12855e-05,0.5927,11.8155
25.153,2.13278e-05,0.592107,11.8155
25.154,2.13702e-05,0.591515,11.8155
25.155,2.14127e-05,0.590924,11.8155
25.156,2.14552e-05,0.590333,11.8155
25.157,2.14979e-05,0.589742,11.8155
25.158,2.15406e-05,0.589153,11.8155
25.159,2.15835e-05,0.588564,11.8155
25.16,2.16264e-05,0.587975,11.8155
25.161,2.16694e-05,0.587387,11.8155
25.162,2.17125e-05,0.5868,11.8155
25.163,2.17556e-05,0.586213,11.8155
25.164,2.17989e-05,0.585627,11.8155
25.165,2.18422e-05,0.585041,11.8155
25.166,2.18857e-05,0.584456,11.8155
25.167,2.19292e-05,0.583871,11.8155
25.168,2.19728e-05,0.583288,11.8155
25.169,2.20165e-05,0.582704,11.8155
25.17,2.20602e-05,0.582122,11.8155
25.171,2.21041e-05,0.581539,11.8155
25.172,2.21481e-05,0.580958,11.8155
25.173,2.21921e-05,0.580377,11.8155
25.174,2.22362e-05,0.579797,11.8155
25.175,2.22804e-05,0.579217,11.8155
25.176,2.23247e-05,0.578638,11.8155
25.177,2.23691e-05,0.578059,11.8155
25.178,2.24136e-05,0.577481,11.8156
25.179,2.24582e-05,0.576903,11.8156
25.18,2.25028e-05,0.576327,11.8156
25.181,2.25476e-05,0.57575,11.8156
25.182,2.25924e-05,0.575174,11.8156
25.183,2.26373e-05,0.574599,11.8156
25.184,2.26824e-05,0.574025,11.8156
25.185,2.27275e-05,0.573451,11.8156
25.186,2.27727e-05,0.572877,11.8156
25.187,2.28179e-05,0.572304,11.8156
25.188,2.28633e-05,0.571732,11.8156
25.189,2.29088e-05,0.57116,11.8156
25.19,2.29543e-05,0.570589,11.8156
25.191,2.3e-05,0.570019,11.8156
25.192,2.30457e-05,0.569449,11.8156
25.193,2.30916e-05,0.568879,11.8156
25.194,2.31375e-05,0.56831,11.8156
25.195,2.31835e-05,0.567742,11.8156
25.196,2.32296e-05,0.567174,11.8156
25.197,2.32758e-05,0.566607,11.8156
25.198,2.33221e-05,0.56604,11.8156
25.199,2.33685e-05,0.565474,11.8156
25.2,2.34149e-05,0.564909,11.8156
25.201,2.34615e-05,0.564344,11.8156
25.202,2.35081e-05,0.56378,11.8156
25.203,2.35549e-05,0.563216,11.8156
25.204,2.36017e-05,0.562653,11.8156
25.205,2.36487e-05,0.56209,11.8156
25.206,2.36957e-05,0.561528,11.8156
25.207,2.37428e-05,0.560966,11.8156
25.208,2.37901e-05,0.560405,11.8156
25.209,2.38374e-05,0.559845,11.8156
25.21,2.38848e-05,0.559285,11.8156
25.211,2.39323e-05,0.558726,11.8156
25.212,2.39799e-05,0.558167,11.8157
25.213,2.40276e-05,0.557609,11.8157
25.214,2.40754e-05,0.557051,11.8157
25.215,2.41232e-05,0.556494,11.8157
25.216,2.41712e-05,0.555938,11.8157
25.217,2.42193e-05,0.555382,11.8157
25.218,2.42675e-05,0.554826,11.8157
25.219,2.43157e-05,0.554272,11.8157
25.22,2.43641e-05,0.553717,11.8157
25.221,2.44125e-05,0.553164,11.8157
25.222,2.44611e-05,0.55261,11.8157
25.223,2.45098e-05,0.552058,11.8157
25.224,2.45585e-05,0.551506,11.8157
25.225,2.46073e-05,0.550954,11.8157
25.226,2.46563e-05,0.550403,11.8157
25.227,2.47053e-05,0.549853,11.8157
25.228,2.47545e-05,0.549303,11.8157
25.229,2.48037e-05,0.548754,11.8157
25.23,2.4853e-05,0.548205,11.8157
25.231,2.49025e-05,0.547657,11.8157
25.232,2.4952e-05,0.547109,11.8157
25.233,2.50016e-05,0.546562,11.8157
25.234,2.50514e-05,0.546015,11.8157
25.235,2.51012e-05,0.545469,11.8157
25.236,2.51511e-05,0.544924,11.8157
25.237,2.52012e-05,0.544379,11.8157
25.238,2.52513e-05,0.543835,11.8157
25.239,2.53015e-05,0.543291,11.8157
25.24,2.53518e-05,0.542748,11.8157
25.241,2.54023e-05,0.542205,11.8157
25.242,2.54528e-05,0.541663,11.8157
25.243,2.55034e-05,0.541121,11.8157
25.244,2.55542e-05,0.54058,11.8157
25.245,2.5605e-05,0.540039,11.8158
25.246,2.56559e-05,0.539499,11.8158
25.247,2.5707e-05,0.53896,11.8158
25.248,2.57581e-05,0.538421,11.8158
25.249,2.58093e-05,0.537882,11.8158
25.25,2.58607e-05,0.537344,11.8158
25.251,2.59121e-05,0.536807,11.8158
25.252,2.59637e-05,0.53627,11.8158
25.253,2.60153e-05,0.535734,11.8158
25.254,2.60671e-05,0.535198,11.8158
25.255,2.61189e-05,0.534663,11.8158
25.256,2.61709e-05,0.534128,11.8158
25.257,2.62229e-05,0.533594,11.8158
25.258,2.62751e-05,0.533061,11.8158
25.259,2.63274e-05,0.532528,11.8158
25.26,2.63798e-05,0.531995,11.8158
25.261,2.64322e-05,0.531463,11.8158
25.262,2.64848e-05,0.530932,11.8158
25.263,2.65375e-05,0.530401,11.8158
25.264,2.65903e-05,0.52987,11.8158
25.265,2.66432e-05,0.52934,11.8158
25.266,2.66962e-05,0.528811,11.8158
25.267,2.67493e-05,0.528282,11.8158
25.268,2.68025e-05,0.527754,11.8158
25.269,2.68558e-05,0.527226,11.8158
25.27,2.69093e-05,0.526699,11.8158
25.271,2.69628e-05,0.526172,11.8158
25.272,2.70165e-05,0.525646,11.8158
25.273,2.70702e-05,0.525121,11.8158
25.274,2.71241e-05,0.524595,11.8158
25.275,2.7178e-05,0.524071,11.8158
25.276,2.72321e-05,0.523547,11.8158
25.277,2.72863e-05,0.523023,11.8158
25.278,2.73406e-05,0.5225,11.8158
25.279,2.7395e-05,0.521978,11.8159
25.28,2.74495e-05,0.521456,11.8159
25.281,2.75041e-05,0.520934,11.8159
25.282,2.75588e-05,0.520413,11.8159
25.283,2.76136e-05,0.519893,11.8159
25.284,2.76686e-05,0.519373,11.8159
25.285,2.77236e-05,0.518854,11.8159
25.286,2.77788e-05,0.518335,11.8159
25.287,2.7834e-05,0.517816,11.8159
25.288,2.78894e-05,0.517299,11.8159
25.289,2.79449e-05,0.516781,11.8159
25.29,2.80005e-05,0.516265,11.8159
25.291,2.80562e-05,0.515748,11.8159
25.292,2.8112e-05,0.515233,11.8159
25.293,2.8168e-05,0.514717,11.8159
25.294,2.8224e-05,0.514203,11.8159
25.295,2.82802e-05,0.513688,11.8159
25.296,2.83365e-05,0.513175,11.8159
25.297,2.83928e-05,0.512662,11.8159
25.298,2.84493e-05,0.512149,11.8159
25.299,2.85059e-05,0.511637,11.8159
25.3,2.85627e-05,0.511125,11.8159
25.301,2.86195e-05,0.510614,11.8159
25.302,2.86764e-05,0.510103,11.8159
25.303,2.87335e-05,0.509593,11.8159
25.304,2.87907e-05,0.509084,11.8159
25.305,2.8848e-05,0.508575,11.8159
25.306,2.89054e-05,0.508066,11.8159
25.307,2.89629e-05,0.507558,11.8159
25.308,2.90205e-05,0.50705,11.8159
25.309,2.90783e-05,0.506543,11.8159
25.31,2.91361e-05,0.506037,11.8159
25.311,2.91941e-05,0.505531,11.8159
25.312,2.92522e-05,0.505025,11.816
25.313,2.93104e-05,0.50452,11.816
25.314,2.93687e-05,0.504016,11.816
25.315,2.94272e-05,0.503512,11.816
25.316,2.94857e-05,0.503008,11.816
25.317,2.95444e-05,0.502505,11.816
25.318,2.96032e-05,0.502003,11.816
25.319,2.96621e-05,0.501501,11.816
25.32,2.97211e-05,0.500999,11.816
25.321,2.97803e-05,0.500498,11.816
25.322,2.98395e-05,0.499998,11.816
25.323,2.98989e-05,0.499498,11.816
25.324,2.99584e-05,0.498998,11.816
25.325,3.0018e-05,0.498499,11.816
25.326,3.00778e-05,0.498001,11.816
25.327,3.01376e-05,0.497503,11.816
25.328,3.01976e-05,0.497005,11.816
25.329,3.02577e-05,0.496508,11.816
25.33,3.03179e-05,0.496012,11.816
25.331,3.03782e-05,0.495516,11.816
25.332,3.04387e-05,0.49502,11.816
25.333,3.04993e-05,0.494525,11.816
25.334,3.056e-05,0.494031,11.816
25.335,3.06208e-05,0.493537,11.816
25.336,3.06817e-05,0.493043,11.816
25.337,3.07428e-05,0.49255,11.816
25.338,3.0804e-05,0.492057,11.816
25.339,3.08653e-05,0.491565,11.816
25.34,3.09267e-05,0.491074,11.816
25.341,3.09883e-05,0.490583,11.816
25.342,3.10499e-05,0.490092,11.816
25.343,3.11117e-05,0.489602,11.816
25.344,3.11736e-05,0.489112,11.816
25.345,3.12357e-05,0.488623,11.816
25.346,3.12979e-05,0.488135,11.8161
25.347,3.13601e-05,0.487647,11.8161
25.348,3.14226e-05,0.487159,11.8161
25.349,3.14851e-05,0.486672,11.8161
25.35,3.15478e-05,0.486185,11.8161
25.351,3.16106e-05,0.485699,11.8161
25.352,3.16735e-05,0.485213,11.8161
25.353,3.17365e-05,0.484728,11.8161
25.354,3.17997e-05,0.484243,11.8161
25.355,3.1863e-05,0.483759,11.8161
25.356,3.19264e-05,0.483275,11.8161
25.357,3.19899e-05,0.482792,11.8161
25.358,3.20536e-05,0.482309,11.8161
25.359,3.21174e-05,0.481827,11.8161
25.36,3.21813e-05,0.481345,11.8161
25.361,3.22454e-05,0.480864,11.8161
25.362,3.23096e-05,0.480383,11.8161
25.363,3.23739e-05,0.479902,11.8161
25.364,3.24383e-05,0.479423,11.8161
25.365,3.25029e-05,0.478943,11.8161
25.366,3.25676e-05,0.478464,11.8161
25.367,3.26324e-05,0.477986,11.8161
25.368,3.26973e-05,0.477508,11.8161
25.369,3.27624e-05,0.47703,11.8161
25.37,3.28276e-05,0.476553,11.8161
25.371,3.2893e-05,0.476077,11.8161
25.372,3.29584e-05,0.475601,11.8161
25.373,3.3024e-05,0.475125,11.8161
25.374,3.30898e-05,0.47465,11.8161
25.375,3.31556e-05,0.474175,11.8161
25.376,3.32216e-05,0.473701,11.8161
25.377,3.32878e-05,0.473227,11.8161
25.378,3.3354e-05,0.472754,11.8161
25.379,3.34204e-05,0.472281,11.8162
25.38,3.34869e-05,0.471809,11.8162
25.381,3.35536e-05,0.471337,11.8162
25.382,3.36204e-05,0.470866,11.8162
25.383,3.36873e-05,0.470395,11.8162
25.384,3.37544e-05,0.469925,11.8162
25.385,3.38216e-05,0.469455,11.8162
25.386,3.38889e-05,0.468985,11.8162
25.387,3.39564e-05,0.468516,11.8162
25.388,3.4024e-05,0.468048,11.8162
25.389,3.40917e-05,0.46758,11.8162
25.39,3.41595e-05,0.467112,11.8162
25.391,3.42275e-05,0.466645,11.8162
25.392,3.42957e-05,0.466178,11.8162
25.393,3.4364e-05,0.465712,11.8162
25.394,3.44324e-05,0.465246,11.8162
25.395,3.45009e-05,0.464781,11.8162
25.396,3.45696e-05,0.464316,11.8162
25.397,3.46384e-05,0.463852,11.8162
25.398,3.47074e-05,0.463388,11.8162
25.399,3.47765e-05,0.462925,11.8162
25.4,3.48457e-05,0.462462,11.8162
25.401,3.49151e-05,0.462,11.8162
25.402,3.49846e-05,0.461538,11.8162
25.403,3.50542e-05,0.461076,11.8162
25.404,3.5124e-05,0.460615,11.8162
25.405,3.51939e-05,0.460154,11.8162
25.406,3.5264e-05,0.459694,11.8162
25.407,3.53342e-05,0.459234,11.8162
25.408,3.54045e-05,0.458775,11.8162
25.409,3.5475e-05,0.458316,11.8162
25.41,3.55456e-05,0.457858,11.8162
25.411,3.56164e-05,0.4574,11.8162
25.412,3.56873e-05,0.456943,11.8162
25.413,3.57584e-05,0.456486,11.8163
25.414,3.58295e-05,0.456029,11.8163
25.415,3.59009e-05,0.455573,11.8163
25.416,3.59724e-05,0.455118,11.8163
25.417,3.6044e-05,0.454663,11.8163
25.418,3.61157e-05,0.454208,11.8163
25.419,3.61876e-05,0.453754,11.8163
25.42,3.62597e-05,0.4533,11.8163
25.421,3.63319e-05,0.452847,11.8163
25.422,3.64042e-05,0.452394,11.8163
25.423,3.64767e-05,0.451942,11.8163
25.424,3.65493e-05,0.45149,11.8163
25.425,3.66221e-05,0.451038,11.8163
25.426,3.6695e-05,0.450587,11.8163
25.427,3.67681e-05,0.450136,11.8163
25.428,3.68413e-05,0.449686,11.8163
25.429,3.69146e-05,0.449237,11.8163
25.43,3.69881e-05,0.448787,11.8163
25.431,3.70618e-05,0.448339,11.8163
25.432,3.71355e-05,0.44789,11.8163
25.433,3.72095e-05,0.447442,11.8163
25.434,3.72836e-05,0.446995,11.8163
25.435,3.73578e-05,0.446548,11.8163
25.436,3.74322e-05,0.446101,11.8163
25.437,3.75067e-05,0.445655,11.8163
25.438,3.75814e-05,0.44521,11.8163
25.439,3.76562e-05,0.444764,11.8163
25.44,3.77312e-05,0.44432,11.8163
25.441,3.78063e-05,0.443875,11.8163
25.442,3.78816e-05,0.443432,11.8163
25.443,3.7957e-05,0.442988,11.8163
25.444,3.80326e-05,0.442545,11.8163
25.445,3.81083e-05,0.442103,11.8163
25.446,3.81842e-05,0.44166,11.8163
25.447,3.82602e-05,0.441219,11.8164
25.448,3.83364e-05,0.440778,11.8164
25.449,3.84128e-05,0.440337,11.8164
25.45,3.84893e-05,0.439896,11.8164
25.451,3.85659e-05,0.439457,11.8164
25.452,3.86427e-05,0.439017,11.8164
25.453,3.87196e-05,0.438578,11.8164
25.454,3.87967e-05,0.438139,11.8164
25.455,3.8874e-05,0.437701,11.8164
25.456,3.89514e-05,0.437264,11.8164
25.457,3.9029e-05,0.436826,11.8164
25.458,3.91067e-05,0.43639,11.8164
25.459,3.91845e-05,0.435953,11.8164
25.46,3.92626e-05,0.435517,11.8164
25.461,3.93408e-05,0.435082,11.8164
25.462,3.94191e-05,0.434647,11.8164
25.463,3.94976e-05,0.434212,11.8164
25.464,3.95762e-05,0.433778,11.8164
25.465,3.9655e-05,0.433344,11.8164
25.466,3.9734e-05,0.432911,11.8164
25.467,3.98131e-05,0.432478,11.8164
25.468,3.98924e-05,0.432045,11.8164
25.469,3.99719e-05,0.431613,11.8164
25.47,4.00515e-05,0.431182,11.8164
25.471,4.01312e-05,0.43075,11.8164
25.472,4.02111e-05,0.43032,11.8164
25.473,4.02912e-05,0.429889,11.8164
25.474,4.03714e-05,0.429459,11.8164
25.475,4.04518e-05,0.42903,11.8164
25.476,4.05324e-05,0.428601,11.8164
25.477,4.06131e-05,0.428172,11.8164
25.478,4.0694e-05,0.427744,11.8164
25.479,4.0775e-05,0.427316,11.8164
25.48,4.08562e-05,0.426889,11.8165
25.481,4.09376e-05,0.426462,11.8165
25.482,4.10191e-05,0.426036,11.8165
25.483,4.11008e-05,0.42561,11.8165
25.484,4.11827e-05,0.425184,11.8165
25.485,4.12647e-05,0.424759,11.8165
25.486,4.13469e-05,0.424334,11.8165
25.487,4.14292e-05,0.42391,11.8165
25.488,4.15117e-05,0.423486,11.8165
25.489,4.15944e-05,0.423062,11.8165
25.49,4.16772e-05,0.422639,11.8165
25.491,4.17602e-05,0.422217,11.8165
25.492,4.18434e-05,0.421795,11.8165
25.493,4.19267e-05,0.421373,11.8165
25.494,4.20102e-05,0.420951,11.8165
25.495,4.20939e-05,0.42053,11.8165
25.496,4.21777e-05,0.42011,11.8165
25.497,4.22617e-05,0.41969,11.8165
25.498,4.23459e-05,0.41927,11.8165
25.499,4.24302e-05,0.418851,11.8165
25.5,4.25147e-05,0.418432,11.8165
